CNAE;descricao;categoria;Justificativa com Base Lei 4186.2007;inscricao;ZONA_CORREDOR
4929903;Organização de excursões em veículos rodoviários próprios, municipal;II.B.2 - SERVIÇO LOCAL;"Análogo a ""agência de passagens e turismo"".";88000;1Ax
4929904;Organização de excursões em veículos rodoviários próprios, intermunicipal, interestadual e internacional;II.B.2 - SERVIÇO LOCAL;"Análogo a ""agência de passagens e turismo"".";88100;corredor_2
4929999;Outros transportes rodoviários de passageiros não especificados anteriormente;IV.B.1 - SERVIÇO DE GRANDE PORTE;"A base de operações se enquadra em ""garagem de ônibus"".";88100;corredor_2
4930201;Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal;IV.B.1 - SERVIÇO DE GRANDE PORTE;"A categoria inclui ""empresas de mudança, transportadoras, garagem de frota de caminhões"".";88200;2Ax
4930202;Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional;IV.B.1 - SERVIÇO DE GRANDE PORTE;"A categoria inclui ""empresas de mudança, transportadoras, garagem de frota de caminhões"".";88300;1Ax
4930204;Transporte rodoviário de mudanças;IV.B.1 - SERVIÇO DE GRANDE PORTE;"A categoria inclui ""empresas de mudança, transportadoras, garagem de frota de caminhões"".";88400;corredor_1
5211702;Guarda-móveis;IV.B.1 - SERVIÇO DE GRANDE PORTE;"A categoria inclui ""depósitos comercial, de serviços e industrial"".";88500;2A2
5211799;Depósitos de mercadorias para terceiros, exceto armazéns gerais e guarda-móveis;IV.B.1 - SERVIÇO DE GRANDE PORTE;"A categoria inclui ""armazenagem de estocagem de mercadorias"" e ""depósitos comercial, de serviços e industrial"".";88600;2A2
5212500;Carga e descarga;IV.B.1 - SERVIÇO DE GRANDE PORTE;"Atividade de apoio a ""terminal de transportes de cargas"".";88700;corredor_2
5221400;Concessionárias de rodovias, pontes, túneis e serviços relacionados;VI - ATIVIDADES ESPECIAIS;"Atividade que depende de ""localização específica, independente de zoneamento"".";88800;1Ax
5222200;Terminais rodoviários e ferroviários;IV.C - INSTITUCIONAL DE GRANDE PORTE;"Análogo a ""aeroporto"" ou ""estádios"" por ser um local de grande concentração de pessoas e veículos.";88900;2Ax
5229002;Serviços de reboque de veículos;III.B.2 - SERVIÇO ESPECIAL;"Serviço de apoio a veículos, análogo a ""oficinas"".";89000;1Ax
5229099;Outras atividades auxiliares dos transportes terrestres não especificadas anteriormente;II.B.2 - SERVIÇO LOCAL;"Categoria genérica para serviços de apoio, como ""despachante"".";89100;1Ax
5231101;Administração da infra-estrutura portuária;VI - ATIVIDADES ESPECIAIS;"Atividade que depende de ""localização específica, independente de zoneamento"".";89200;1Ax
5231102;Operações de terminais;IV.B.1 - SERVIÇO DE GRANDE PORTE;"A categoria inclui ""terminal de transportes de cargas"".";89300;1Ax
5232000;Atividades de agenciamento marítimo;II.B.2 - SERVIÇO LOCAL;"Enquadra-se como ""Escritórios representativos ou administrativos de [...] serviços"".";89400;2A2
5239700;Atividades auxiliares dos transportes aquaviários não especificadas anteriormente;II.B.2 - SERVIÇO LOCAL;"Enquadra-se como ""Escritórios representativos ou administrativos de [...] serviços"".";89500;1Ax
5250801;Comissaria de despachos;II.B.2 - SERVIÇO LOCAL;"A categoria inclui ""despachante"".";89700;corredor_2
5250802;Atividades de despachantes aduaneiros;II.B.2 - SERVIÇO LOCAL;"A categoria inclui ""despachante"".";89700;corredor_2
5250803;Agenciamento de cargas, exceto para o transporte marítimo;II.B.2 - SERVIÇO LOCAL;"Enquadra-se como ""Escritórios representativos ou administrativos de [...] serviços"".";89800;corredor_2
5250804;Organização logística do transporte de carga;II.B.2 - SERVIÇO LOCAL;"Enquadra-se como ""Escritórios representativos ou administrativos de [...] serviços"".";89800;corredor_2
5250805;Operador de transporte multimodal - OTM;II.B.2 - SERVIÇO LOCAL;"Enquadra-se como ""Escritórios representativos ou administrativos de [...] serviços"".";89900;corredor_2
5310501;Atividades do Correio Nacional;IV.C - INSTITUCIONAL DE GRANDE PORTE;"A categoria inclui ""central de correio"".";89900;corredor_2
5320201;Serviços de malote não realizados pelo Correio Nacional;III.B.2 - SERVIÇO ESPECIAL;"Análogo a ""transportadora de pequeno porte"".";90000;corredor_2
5320202;Serviços de entrega rápida;III.B.2 - SERVIÇO ESPECIAL;"Análogo a ""transportadora de pequeno porte"".";90000;corredor_2
5510801;Hotéis;III.B.1 - SERVIÇO GERAL;"A categoria inclui ""hotel"".";90100;corredor_2
5510802;Apart-hotéis;III.B.1 - SERVIÇO GERAL;"Análogo a ""hotel"".";90100;corredor_2
5510803;Motéis;IV.B.2 - SERVIÇO DE GRANDE PORTE;"A categoria inclui ""motéis"".";90200;corredor_2
5590602;Campings;II.B.3 - SERVIÇO LOCAL;"A categoria inclui ""campings"".";90200;corredor_2
5590603;Pensões (alojamento);II.B.2 - SERVIÇO LOCAL;"A categoria inclui ""pensões"".";90300;corredor_2
5590699;Outros alojamentos não especificados anteriormente;II.B.3 - SERVIÇO LOCAL;"A categoria inclui ""pousadas"".";90300;corredor_2
5611203;Lanchonetes, casas de chá, de sucos e similares;II.A - COMÉRCIO LOCAL;"A categoria inclui ""bar, lanchonete"", ""sucos e refrescos"".";90400;corredor_2
5611204;Bares e outros estabelecimentos especializados em servir bebidas, sem entretenimento;II.A - COMÉRCIO LOCAL;"A categoria inclui ""bar, lanchonete, pastelaria, aperitivos, petiscos"".";90400;corredor_2
5611205;Bares e outros estabelecimentos especializados em servir bebidas, com entretenimento;III.B.1 - SERVIÇO GERAL;"Análogo a ""salão de festas, bailes"".";90500;corredor_2
5620101;Fornecimento de alimentos preparados preponderantemente para empresas;III.D - INDÚSTRIA DE MÉDIO PORTE;"A categoria inclui ""cozinha industrial"".";90500;corredor_2
5821200;Edição integrada à impressão de livros;III.B.1 - SERVIÇO GERAL;"A categoria inclui ""gráfica, linotipia, fotolito de pequeno porte"".";90600;corredor_2
5822100;Edição integrada à impressão de jornais;III.B.1 - SERVIÇO GERAL;"A categoria inclui ""gráfica, linotipia, fotolito de pequeno porte"".";90600;corredor_2
5823900;Edição integrada à impressão de revistas;III.B.1 - SERVIÇO GERAL;"A categoria inclui ""gráfica, linotipia, fotolito de pequeno porte"".";90700;corredor_2
5829800;Edição integrada à impressão de cadastros, listas e outros produtos gráficos;III.B.1 - SERVIÇO GERAL;"A categoria inclui ""gráfica, linotipia, fotolito de pequeno porte"".";90700;corredor_2
5911101;Estúdios cinematográficos;III.B.1 - SERVIÇO GERAL;"A categoria inclui ""estúdios de rádio e TV"".";90800;corredor_2
5911199;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;III.B.1 - SERVIÇO GERAL;"A categoria inclui ""estúdios de rádio e TV"".";90800;corredor_2
5914600;Atividades de exibição cinematográfica;III.B.1 - SERVIÇO GERAL;"A categoria inclui ""cinemas, teatros, auditórios"".";90900;corredor_2
6010100;Atividades de rádio;III.B.1 - SERVIÇO GERAL;"A categoria inclui ""estúdios de rádio e TV"".";90900;corredor_2
6021700;Atividades de televisão aberta;III.B.1 - SERVIÇO GERAL;"A categoria inclui ""estúdios de rádio e TV"".";91000;2A2
6110801;Serviços de telefonia fixa comutada - STFC;VI - ATIVIDADES ESPECIAIS;"A infraestrutura de rede depende de ""localização específica, independente de zoneamento"".";91100;2Ax
6110802;Serviços de redes de transporte de telecomunicações - SRTT;VI - ATIVIDADES ESPECIAIS;"A infraestrutura de rede depende de ""localização específica, independente de zoneamento"".";91200;1Ax
6110803;Serviços de comunicação multimídia - SCM;VI - ATIVIDADES ESPECIAIS;"A infraestrutura de rede depende de ""localização específica, independente de zoneamento"".";91300;corredor_2
6110899;Serviços de telecomunicações por fio não especificados anteriormente;VI - ATIVIDADES ESPECIAIS;"A infraestrutura de rede depende de ""localização específica, independente de zoneamento"".";91400;1Ax
6120599;Serviços de telecomunicações sem fio não especificados anteriormente;VI - ATIVIDADES ESPECIAIS;"A infraestrutura se enquadra em ""Estações de rádio-base (telefonia)"".";91500;corredor_2
6141800;Operadoras de televisão por assinatura por cabo;VI - ATIVIDADES ESPECIAIS;"A infraestrutura de rede depende de ""localização específica, independente de zoneamento"".";91600;corredor_1
6142600;Operadoras de televisão por assinatura por microondas;VI - ATIVIDADES ESPECIAIS;"A infraestrutura de rede depende de ""localização específica, independente de zoneamento"".";91700;corredor_1
6143400;Operadoras de televisão por assinatura por satélite;VI - ATIVIDADES ESPECIAIS;"A infraestrutura de rede depende de ""localização específica, independente de zoneamento"".";91800;2Ax
6190601;Provedores de acesso às redes de comunicações;II.B.2 - SERVIÇO LOCAL;"A base de operações é um serviço técnico análogo a ""curso de informática"".";92000;corredor_2
6190602;Provedores de voz sobre protocolo internet - VOIP;II.B.2 - SERVIÇO LOCAL;"A base de operações é um serviço técnico análogo a ""curso de informática"".";92100;1Ax
6190699;Outras atividades de telecomunicações não especificadas anteriormente;II.B.2 - SERVIÇO LOCAL;"A base de operações é um serviço técnico análogo a ""curso de informática"".";92200;1Ax
7120100;Testes e análises técnicas;II.B.2 - SERVIÇO LOCAL;"Análogo a ""laboratório de análise clínica"".";92300;1Ax
7721700;Aluguel de equipamentos recreativos e esportivos;II.A - COMÉRCIO LOCAL;"Análogo ao comércio de ""artigos esportivos, recreativos"".";92400;1Ax
7731400;Aluguel de máquinas e equipamentos agrícolas sem operador;IV.B.1 - SERVIÇO DE GRANDE PORTE;"A categoria inclui ""aluguel de máquinas e equipamentos pesados, [...] tratores e afins"".";92500;1Ax
7732201;Aluguel de máquinas e equipamentos para construção sem operador, exceto andaimes;IV.B.1 - SERVIÇO DE GRANDE PORTE;"A categoria inclui ""aluguel de máquinas e equipamentos pesados, guindastes, gruas, tratores e afins"".";92600;corredor_2
7732202;Aluguel de andaimes;IV.B.1 - SERVIÇO DE GRANDE PORTE;"Análogo a ""aluguel de máquinas e equipamentos pesados"".";92600;corredor_2
7739001;Aluguel de máquinas e equipamentos para extração de minérios e petróleo, sem operador;IV.B.1 - SERVIÇO DE GRANDE PORTE;"A categoria inclui ""aluguel de máquinas e equipamentos pesados"".";92800;corredor_2
7739003;Aluguel de palcos, coberturas e outras estruturas de uso temporário, exceto andaimes;III.B.1 - SERVIÇO GERAL;"Atividade de apoio a ""salão de festas, bailes"".";92800;corredor_2
7739099;Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador;IV.B.1 - SERVIÇO DE GRANDE PORTE;"A categoria inclui ""aluguel de máquinas e equipamentos pesados"".";92900;corredor_2
7810800;Seleção e agenciamento de mão-de-obra;II.B.2 - SERVIÇO LOCAL;"A categoria inclui ""agência de emprego e mão de obra temporária"".";92900;corredor_2
7820500;Locação de mão-de-obra temporária;II.B.2 - SERVIÇO LOCAL;"A categoria inclui ""agência de emprego e mão de obra temporária"".";93000;corredor_2
7830200;Fornecimento e gestão de recursos humanos para terceiros;II.B.2 - SERVIÇO LOCAL;"A categoria inclui ""agência de emprego e mão de obra temporária"".";93000;corredor_2
8011102;Serviços de adestramento de cães de guarda;II.B.3 - SERVIÇO LOCAL;"Análogo a ""hospedagem e criação de animais"".";93000;corredor_2
8012900;Atividades de transporte de valores;IV.B.1 - SERVIÇO DE GRANDE PORTE;"Análogo a ""transportadoras"" e ""garagem de frota de caminhões"".";93000;corredor_2
8230002;Casas de festas e eventos;III.B.1 - SERVIÇO GERAL;"A categoria inclui ""salão de festas, bailes, 'buffet'"".";93100;corredor_2
8292000;Envasamento e empacotamento sob contrato;III.B.1 - SERVIÇO GERAL;"A categoria inclui ""embalagem, rotulagem e encaixotamento"".";93100;corredor_2
8591100;Ensino de esportes;II.B.3 - SERVIÇO LOCAL;"A categoria inclui ""escolas de esportes"".";93400;corredor_2
8730102;Albergues assistenciais;II.C - INSTITUCIONAL LOCAL;"A categoria inclui ""albergue, asilo, orfanato, creche"".";93500;corredor_2
8730199;Atividades de assistência social prestadas em residências coletivas e particulares não especificadas anteriormente;II.C - INSTITUCIONAL LOCAL;"A categoria inclui ""albergue, asilo, orfanato, creche"".";93500;corredor_2
9001901;Produção teatral;III.B.1 - SERVIÇO GERAL;"Atividade de apoio a ""cinemas, teatros, auditórios"".";93600;1Ax
9001902;Produção musical;III.B.1 - SERVIÇO GERAL;"Atividade de apoio a ""cinemas, teatros, auditórios"".";93700;2A2
9001903;Produção de espetáculos de dança;III.B.1 - SERVIÇO GERAL;"Atividade de apoio a ""cinemas, teatros, auditórios"".";93800;1Ax
9001904;Produção de espetáculos circenses, de marionetes e similares;III.B.1 - SERVIÇO GERAL;"Atividade de apoio a ""cinemas, teatros, auditórios"".";93900;1Ax
9001905;Produção de espetáculos de rodeios, vaquejadas e similares;IV.C - INSTITUCIONAL DE GRANDE PORTE;"Análogo a ""hipódromo"".";94000;corredor_2
9001906;Atividades de sonorização e de iluminação;III.B.1 - SERVIÇO GERAL;"Atividade de apoio a ""salão de festas, bailes"".";94100;1Ax
9001999;Artes cênicas, espetáculos e atividades complementares não especificados anteriormente;III.B.1 - SERVIÇO GERAL;"Atividade de apoio a ""cinemas, teatros, auditórios"".";94200;1Ax
9003500;Gestão de espaços para artes cênicas, espetáculos e outras atividades artísticas;III.B.1 - SERVIÇO GERAL;"A categoria inclui ""cinemas, teatros, auditórios"".";94300;1Ax
9200301;Casas de bingo;III.B.1 - SERVIÇO GERAL;"A categoria inclui ""bingo"".";94400;2A2
9200302;Exploração de apostas em corridas de cavalos;IV.C - INSTITUCIONAL DE GRANDE PORTE;"A categoria inclui ""hipódromo"".";94500;1Ax
9200399;Exploração de jogos de azar e apostas não especificados anteriormente;III.B.1 - SERVIÇO GERAL;"A categoria inclui ""casa de jogos"".";94600;4A2
9311500;Gestão de instalações de esportes;II.C - INSTITUCIONAL LOCAL;"Análogo a ""clubes associativos, recreativos e esportivos, quadras, salões de esportes e piscinas"".";94700;1Ax
9319101;Produção e promoção de eventos esportivos;II.C - INSTITUCIONAL LOCAL;"Análogo a ""clubes associativos, recreativos e esportivos"".";94800;1Ax
9319199;Outras atividades esportivas não especificadas anteriormente;II.C - INSTITUCIONAL LOCAL;"A categoria inclui ""clubes associativos, recreativos e esportivos"".";94900;2Ax
9321200;Parques de diversão e parques temáticos;IV.C - INSTITUCIONAL DE GRANDE PORTE;"Análogo a ""estádios"" e ""hipódromo"", por ser um espaço que implica grande concentração de pessoas e necessita de padrões viários especiais.";95000;2A2
9329801;Discotecas, danceterias, salões de dança e similares;III.B.1 - SERVIÇO GERAL;"A categoria inclui ""salão de festas, bailes, 'buffet'"".";95100;1Ax
9329802;Exploração de boliches;III.B.1 - SERVIÇO GERAL;"A categoria inclui ""boliche"".";95200;corredor_3
9329803;Exploração de jogos de sinuca, bilhar e similares;III.B.1 - SERVIÇO GERAL;"A categoria inclui ""casa de jogos"".";95300;corredor_2
9603301;Gestão e manutenção de cemitérios;IV.C - INSTITUCIONAL DE GRANDE PORTE;"A categoria inclui ""cemitérios"".";95400;corredor_2
9603303;Serviços de sepultamento;IV.C - INSTITUCIONAL DE GRANDE PORTE;"Atividade acessória e realizada em ""cemitérios"".";95500;1Ax
9603305;Serviços de somatoconservação;II.B.2 - SERVIÇO LOCAL;"Atividade de apoio a ""serviço funerário"".";95600;1Ax
9603399;Atividades funerárias e serviços relacionados não especificados anteriormente;II.B.2 - SERVIÇO LOCAL;"A categoria inclui ""serviço funerário"".";95700;1Ax
159802;Criação de animais de estimação;II.B.3 - SERVIÇO LOCAL;"A categoria inclui ""hospedagem e criação de animais de pequeno, médio e grande porte"".";95900;corredor_2
1020101;Preservação de peixes, crustáceos e moluscos;V.B - INDÚSTRIAS ESPECIAIS;"A categoria inclui ""preparação do pescado e fabricação de conservas do pescado"".";95900;corredor_2
1051100;Preparação do leite;IV.D - INDÚSTRIA GERAL;"A categoria inclui ""preparação do leite e fabricação de produtos de laticínios"".";96000;2Ax
1052000;Fabricação de laticínios;IV.D - INDÚSTRIA GERAL;"A categoria inclui ""preparação do leite e fabricação de produtos de laticínios"".";96100;2A2
1066000;Fabricação de alimentos para animais;V.B - INDÚSTRIAS ESPECIAIS;"A categoria inclui ""fabricação de rações balanceadas e de alimentos preparados para animais"".";96200;1Ax
1071600;Fabricação de açúcar em bruto;V.B - INDÚSTRIAS ESPECIAIS;Indústria de grande porte cujo funcionamento pode causar prejuízo à saúde, à segurança e ao bem estar público.;96300;corredor_2
1072401;Fabricação de açúcar de cana refinado;V.B - INDÚSTRIAS ESPECIAIS;Indústria de grande porte cujo funcionamento pode causar prejuízo à saúde, à segurança e ao bem estar público.;96400;2A2
1072402;Fabricação de açúcar de cereais (dextrose) e de beterraba;V.B - INDÚSTRIAS ESPECIAIS;Indústria de grande porte cujo funcionamento pode causar prejuízo à saúde, à segurança e ao bem estar público.;96500;2A2
1099601;Fabricação de vinagres;V.A - INDÚSTRIA DE GRANDE PORTE;"A categoria inclui ""fabricação de cervejas, chopes, malte e vinagres"".";96600;2A2
1099603;Fabricação de fermentos e leveduras;V.A - INDÚSTRIA DE GRANDE PORTE;"A categoria inclui ""fabricação de fermentos e leveduras"".";96700;1Ax
1111901;Fabricação de aguardente de cana-de-açúcar;V.A - INDÚSTRIA DE GRANDE PORTE;"A categoria inclui ""fabricação de aguardente, licores e outras bebidas alcoólicas"".";96800;corredor_2
1111902;Fabricação de outras aguardentes e bebidas destiladas;V.A - INDÚSTRIA DE GRANDE PORTE;"A categoria inclui ""fabricação de aguardente, licores e outras bebidas alcoólicas"".";96900;corredor_2
1112700;Fabricação de vinho;V.A - INDÚSTRIA DE GRANDE PORTE;"A categoria inclui ""fabricação de vinhos"".";97000;2A2
1113501;Fabricação de malte, inclusive malte uísque;V.A - INDÚSTRIA DE GRANDE PORTE;"A categoria inclui ""fabricação de cervejas, chopes, malte e vinagres"".";97100;2A2
1121600;Fabricação de águas envasadas;V.A - INDÚSTRIA DE GRANDE PORTE;"A categoria inclui ""fabricação de bebidas não alcoólicas, inclusive engarrafamento e gaseificação"".";97300;1Ax
1122401;Fabricação de refrigerantes;V.A - INDÚSTRIA DE GRANDE PORTE;"A categoria inclui ""fabricação de bebidas não alcoólicas, inclusive engarrafamento e gaseificação"".";97400;1Ax
1122402;Fabricação de chá mate e outros chás prontos para consumo;V.A - INDÚSTRIA DE GRANDE PORTE;"A categoria inclui ""fabricação de bebidas não alcoólicas"".";97500;1Ax
1122403;Fabricação de refrescos, xaropes e pós para refrescos, exceto refrescos de frutas;V.A - INDÚSTRIA DE GRANDE PORTE;"A categoria inclui ""fabricação de bebidas não alcoólicas"".";97600;corredor_3
1122404;Fabricação de bebidas isotônicas;V.A - INDÚSTRIA DE GRANDE PORTE;"A categoria inclui ""fabricação de bebidas não alcoólicas"".";97700;2A2
1210700;Processamento industrial do fumo;V.B - INDÚSTRIAS ESPECIAIS;"Atividade acessória à ""fabricação de cigarros, charutos e cigarrilhas"".";97800;2A2
1220401;Fabricação de cigarros;V.B - INDÚSTRIAS ESPECIAIS;"A categoria inclui ""fabricação de cigarros, charutos e cigarrilhas"".";97900;2A2
1220402;Fabricação de cigarrilhas e charutos;V.B - INDÚSTRIAS ESPECIAIS;"A categoria inclui ""fabricação de cigarros, charutos e cigarrilhas"".";98000;1Ax
1220403;Fabricação de filtros para cigarros;V.B - INDÚSTRIAS ESPECIAIS;"Atividade acessória à ""fabricação de cigarros, charutos e cigarrilhas"".";98100;corredor_2
1220499;Fabricação de outros produtos do fumo, exceto cigarros, cigarrilhas e charutos;V.B - INDÚSTRIAS ESPECIAIS;"Atividade acessória à ""fabricação de cigarros, charutos e cigarrilhas"".";98200;corredor_2
1610204;Serrarias sem desdobramento de madeira em bruto - Resseragem;IV.D - INDÚSTRIA GERAL;"A categoria inclui ""serrarias"".";98300;2A2
1610205;Serviço de tratamento de madeira realizado sob contrato;V.B - INDÚSTRIAS ESPECIAIS;Tratamento de madeira pode envolver químicos, enquadrando-se como indústria especial.;98400;2A2
2211100;Fabricação de pneumáticos e de câmaras-de-ar;V.B - INDÚSTRIAS ESPECIAIS;Indústria de grande porte cujo funcionamento pode causar prejuízo à saúde, à segurança e ao bem estar público.;98500;2A2
2212900;Reforma de pneumáticos usados;III.B.2 - SERVIÇO ESPECIAL;"A categoria inclui ""montagem de pneus, borracheiros (veículos automotores)"".";98600;2Ax
2219600;Fabricação de artefatos de borracha não especificados anteriormente;II.D.1 - PEQUENA INDÚSTRIA;"A categoria inclui ""produção não incômoda de artefatos em geral"".";98700;corredor_2
2221800;Fabricação de laminados planos e tubulares de material plástico;V.A - INDÚSTRIA DE GRANDE PORTE;"A categoria inclui ""fabricação de laminados plásticos"".";98800;2A2
2330301;Fabricação de estruturas pré-moldadas de concreto armado, em série e sob encomenda;IV.D - INDÚSTRIA GERAL;"A categoria inclui ""fabricação de peças, ornatos e estruturas de cimento, gesso e amianto"".";98900;1Ax
2330302;Fabricação de artefatos de cimento para uso na construção;IV.D - INDÚSTRIA GERAL;"A categoria inclui ""fabricação de peças, ornatos e estruturas de cimento, gesso e amianto"".";99000;corredor_2
2330303;Fabricação de artefatos de fibrocimento para uso na construção;IV.D - INDÚSTRIA GERAL;"A categoria inclui ""fabricação de peças, ornatos e estruturas de cimento, gesso e amianto"".";99100;2A2
2330304;Fabricação de casas pré-moldadas de concreto;IV.D - INDÚSTRIA GERAL;"A categoria inclui ""fabricação de peças, ornatos e estruturas de cimento, gesso e amianto"".";99200;2A2
2330305;Preparação de massa de concreto e argamassa para construção;V.B - INDÚSTRIAS ESPECIAIS;"A categoria inclui ""usinas de produção de concreto ou concreto asfáltico"".";99300;1Ax
2342702;Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos;IV.D - INDÚSTRIA GERAL;"A categoria inclui ""fabricação de telhas, tijolos e outros artigos de barro cozido, inclusive cerâmica"".";99400;1Ax
2349401;Fabricação de material sanitário de cerâmica;IV.D - INDÚSTRIA GERAL;"A categoria inclui ""fabricação de telhas, tijolos e outros artigos de barro cozido, inclusive cerâmica"".";99500;2A2
2349499;Fabricação de produtos cerâmicos não-refratários não especificados anteriormente;IV.D - INDÚSTRIA GERAL;"A categoria inclui ""fabricação de telhas, tijolos e outros artigos de barro cozido, inclusive cerâmica"".";99600;corredor_2
2391502;Aparelhamento de pedras para construção, exceto associado à extração;III.B.2 - SERVIÇO ESPECIAL;"A categoria inclui ""cantaria, marmoraria"".";99700;1Ax
2391503;Aparelhamento de placas e execução de trabalhos em mármore, granito, ardósia e outras pedras;III.B.2 - SERVIÇO ESPECIAL;"A categoria inclui ""cantaria, marmoraria"".";99800;1Ax
2399102;Fabricação de abrasivos;IV.D - INDÚSTRIA GERAL;"A categoria inclui ""fabricação e elaboração de produtos diversos de minerais não metálicos"".";99900;1Ax
2511000;Fabricação de estruturas metálicas;IV.D - INDÚSTRIA GERAL;"A categoria inclui ""fabricação de estruturas metálicas, sem tratamento químico superficial"".";100000;corredor_2
2513600;Fabricação de obras de caldeiraria pesada;IV.D - INDÚSTRIA GERAL;"A categoria inclui ""fabricação de [...] artigos de caldeireiro sem tratamento químico superficial"".";100100;corredor_2
2521700;Fabricação de tanques, reservatórios metálicos e caldeiras para aquecimento central;IV.D - INDÚSTRIA GERAL;"A categoria inclui ""serralheria, fabricação de tanques, reservatórios e outros recipientes metálicos e de artigos de caldeireiro sem tratamento químico superficial"".";100200;2Ax
2522500;Fabricação de caldeiras geradoras de vapor, exceto para aquecimento central e para veículos;IV.D - INDÚSTRIA GERAL;"A categoria inclui ""fabricação de [...] artigos de caldeireiro sem tratamento químico superficial"".";100300;2Ax
2541100;Fabricação de artigos de cutelaria;V.A - INDÚSTRIA DE GRANDE PORTE;"A categoria inclui ""fabricação de artigos de cutelaria [...] sem tratamento químico superficial"".";100400;corredor_2
2543800;Fabricação de ferramentas;V.A - INDÚSTRIA DE GRANDE PORTE;"A categoria inclui ""fabricação de [...] ferramentas manuais [...] sem tratamento químico superficial"".";100500;1Ax
2592601;Fabricação de produtos de trefilados de metal padronizados;V.A - INDÚSTRIA DE GRANDE PORTE;"A categoria inclui ""fabricação de artefatos de trefilados de ferro e aço e de metais não ferrosos [...] sem tratamento químico superficial"".";100600;2A2
2592602;Fabricação de produtos de trefilados de metal, exceto padronizados;V.A - INDÚSTRIA DE GRANDE PORTE;"A categoria inclui ""fabricação de artefatos de trefilados de ferro e aço e de metais não ferrosos [...] sem tratamento químico superficial"".";100700;1Ax
2593400;Fabricação de artigos de metal para uso doméstico e pessoal;V.A - INDÚSTRIA DE GRANDE PORTE;"A categoria inclui ""fabricação de artigos de metal para escritório, usos pessoal e doméstico [...] sem tratamento químico superficial"".";100800;2A2
2680900;Fabricação de mídias virgens, magnéticas e ópticas;III.D - INDÚSTRIA DE MÉDIO PORTE;"Análogo à ""reprodução de discos para fonógrafos e fitas magnéticas"".";100900;1Ax
2710401;Fabricação de geradores de corrente contínua e alternada, peças e acessórios;V.A - INDÚSTRIA DE GRANDE PORTE;"A categoria inclui ""todas as atividades da indústria de material elétrico e de comunicações"".";101000;1Ax
2732500;Fabricação de material elétrico para instalações em circuito de consumo;V.A - INDÚSTRIA DE GRANDE PORTE;"A categoria inclui ""todas as atividades da indústria de material elétrico e de comunicações"".";101100;2Ax
2740601;Fabricação de lâmpadas;V.A - INDÚSTRIA DE GRANDE PORTE;"A categoria inclui ""todas as atividades da indústria de material elétrico e de comunicações"".";101200;2A2
2751100;Fabricação de fogões, refrigeradores e máquinas de lavar e secar para uso doméstico, peças e acessórios;IV.D - INDÚSTRIA GERAL;"A categoria inclui ""fabricação de produtos eletro-eletrônicos"".";101300;1Ax
2759701;Fabricação de aparelhos elétricos de uso pessoal, peças e acessórios;IV.D - INDÚSTRIA GERAL;"A categoria inclui ""fabricação de produtos eletro-eletrônicos"".";101400;2Ax
2759799;Fabricação de outros aparelhos eletrodomésticos não especificados anteriormente, peças e acessórios;IV.D - INDÚSTRIA GERAL;"A categoria inclui ""fabricação de produtos eletro-eletrônicos"".";101500;corredor_2
2790201;Fabricação de eletrodos, contatos e outros artigos de carvão e grafita para uso elétrico, eletroímãs e isoladores;V.A - INDÚSTRIA DE GRANDE PORTE;"A categoria inclui ""todas as atividades da indústria de material elétrico e de comunicações"".";101600;2A2
2790299;Fabricação de outros equipamentos e aparelhos elétricos não especificados anteriormente;V.A - INDÚSTRIA DE GRANDE PORTE;"A categoria inclui ""todas as atividades da indústria de material elétrico e de comunicações"".";101700;1Ax
2811900;Fabricação de motores e turbinas, peças e acessórios, exceto para aviões e veículos rodoviários;V.A - INDÚSTRIA DE GRANDE PORTE;"A categoria inclui ""fabricação de máquina, aparelhos, peças e acessórios sem tratamento térmico"".";101800;1Ax
2814301;Fabricação de compressores para uso industrial, peças e acessórios;V.A - INDÚSTRIA DE GRANDE PORTE;"A categoria inclui ""fabricação de máquina, aparelhos, peças e acessórios sem tratamento térmico"".";101900;2A2
2814302;Fabricação de compressores para uso não-industrial, peças e acessórios;V.A - INDÚSTRIA DE GRANDE PORTE;"A categoria inclui ""fabricação de máquina, aparelhos, peças e acessórios sem tratamento térmico"".";102000;1A3
2815101;Fabricação de rolamentos para fins industriais;V.A - INDÚSTRIA DE GRANDE PORTE;"A categoria inclui ""fabricação de máquina, aparelhos, peças e acessórios sem tratamento térmico"".";102000;1Ax
2815102;Fabricação de equipamentos de transmissão para fins industriais, exceto rolamentos;V.A - INDÚSTRIA DE GRANDE PORTE;"A categoria inclui ""fabricação de máquina, aparelhos, peças e acessórios sem tratamento térmico"".";102100;2A2
2821601;Fabricação de fornos industriais, aparelhos e equipamentos não-elétricos para instalações térmicas, peças e acessórios;V.A - INDÚSTRIA DE GRANDE PORTE;"A categoria inclui ""fabricação de máquina, aparelhos, peças e acessórios sem tratamento térmico"".";102200;corredor_2
